rubriques,years,departments,occurrences
3520,2017,18,2
98BIS,2001,18,1
1532,2007,18,1
167,2005,18,1
2711,2012,18,1
2711,2015,18,1
2713,2012,18,1
2713,2015,18,1
2715,2012,18,1
2715,2015,18,1
2716,2012,18,1
2791,2015,18,1
286,2007,18,1
322,2005,18,1
329,2005,18,1
329,2007,18,1
98BIS,2005,18,1
322,2002,18,1
98BIS,2002,18,1
1432,1996,18,1
1434,1996,18,1
1520,1996,18,1
2521,1996,18,1
2910,1996,18,1
2915,1996,18,1
2920,1996,18,1
1510,2001,18,1
2925,2001,18,1
2170,2001,18,1
2171,2001,18,1
2171,2011,18,1
2760,2001,18,1
2780,2011,18,2
322,2000,18,1
2711,2019,41,1
2718,2019,41,1
2521,2020,41,1
1520,2005,18,1
2515,2005,18,1
2523,2005,18,1
1436,2017,18,1
1511,2017,18,1
1530,2014,18,1
4321,2017,18,1
4441,2017,18,1
4741,2017,18,1
4755,2017,18,1
2260,1814,18,2
2410,1814,18,1
2415,1814,18,1
2510,2003,18,1
2710,1990,18,1
2712,2014,18,2
286,2009,18,1
1111,2006,18,1
1131,2006,18,1
1180,2006,18,1
1611,2006,18,1
1630,2006,18,1
2552,2006,18,1
2560,2006,18,1
2561,2006,18,1
2940,2006,18,1
1432,1983,18,1
1434,1983,18,1
1530,2006,18,1
2170,1814,18,1
2170,1997,18,1
2171,1997,18,1
2780,2013,18,3
2780,2006,18,1
2662,2007,18,1
4718,2007,18,1
2517,1814,18,1
153BIS,1974,28,1
211,1979,28,1
2517,1998,28,1
2920,1974,28,1
89BIS,1974,28,1
4001,2015,18,1
4210,2015,18,2
4220,2015,18,2
4320,2015,18,1
4430,2015,18,1
4440,2015,18,1
4620,2016,18,1
2710,2010,18,2
1418,2014,18,1
2712,1814,18,1
1532,2011,18,1
2260,2011,18,1
2714,2011,18,1
1131,2012,18,1
1158,2012,18,1
2660,2012,18,1
3410,2013,18,1
2717,2011,18,1
2111,2011,18,1
2980,2016,18,3
2980,2013,18,3
2980,2015,18,1
2240,2015,18,1
1414,2015,18,1
1511,2015,18,1
2171,2015,18,1
2220,2017,18,2
3642,2017,18,1
4441,2015,18,1
4510,2015,18,1
4511,2015,18,1
4735,2015,18,1
4755,2015,18,1
4801,2015,18,1
2980,2020,18,1
2980,2017,18,1
2521,2020,18,1
4801,2020,18,1
286,2000,28,2
1412,1983,28,2
2925,1992,28,3
2940,1992,28,1
1220,2009,28,1
1435,1814,28,9
1510,2009,28,5
1530,2009,28,6
167,2009,28,2
2710,2009,28,1
2711,2009,28,2
2791,1814,28,4
286,2009,28,2
322,2009,28,2
2711,1814,28,5
286,1990,28,2
329,1990,28,1
1175,1999,28,1
1190,2011,28,1
1220,2011,28,3
1416,2011,28,1
1418,2011,28,2
1433,2011,28,1
1715,2011,28,1
2260,2011,28,1
2663,2011,28,3
2685,2008,28,1
273BIS,1999,28,1
2920,2011,28,2
238,1993,28,1
2450,1993,28,1
281,1993,28,2
286,1981,28,1
2160,1994,28,1
2175,1994,28,1
251,1987,28,1
1131,2010,28,5
2715,2010,28,1
2717,2010,28,1
2795,2010,28,1
286,1991,28,2
2712,1993,28,1
286,1993,28,1
2565,2008,28,2
1131,2002,28,1
1155,2002,28,2
1155,2000,28,2
1450,2010,28,1
1510,2010,28,4
2171,2010,28,1
253,1998,28,1
255,1976,28,1
272BIS,1976,28,1
4718,1996,28,1
1412,1996,28,1
2771,2004,28,1
2920,1996,28,3
1180,1986,28,2
2910,1982,28,1
1155,1999,28,1
1412,1999,28,1
2160,1999,28,2
2175,1999,28,2
1155,1814,28,1
2160,1814,28,3
1136,2003,28,1
2230,2003,28,1
2921,2014,28,1
1450,1982,28,1
225,1982,28,1
2551,1982,28,1
2575,1982,28,1
269,1982,28,1
2940,1982,28,1
2220,2001,28,1
2450,1988,28,1
286,1988,28,2
1434,1992,28,1
261,1992,28,3
2950,1992,28,1
3,1992,28,1
361,1992,28,1
120,1814,28,1
1710,2000,28,1
1715,2009,28,1
1720,2000,28,3
2450,2009,28,1
2515,2000,28,2
2921,2009,28,1
385QUA,2000,28,2
96,2000,28,1
1434,2006,28,3
167,2006,28,1
2716,2006,28,1
286,2006,28,1
95,2006,28,1
98BIS,2006,28,1
1136,1992,28,2
1330,1992,28,1
1331,1992,28,1
1610,1992,28,1
1611,1992,28,1
2175,2002,28,1
2610,1992,28,1
1450,1993,28,1
2552,2011,28,1
2560,2011,28,1
2561,2011,28,1
284,1993,28,1
2921,2011,28,2
89TER,1993,28,1
2561,1983,28,1
2564,1983,28,1
2565,1983,28,2
2575,1983,28,1
284,1983,28,1
361,1983,28,1
1180,1981,28,1
211,1978,28,1
255,1978,28,1
2560,1978,28,3
284,1978,28,1
285,1981,28,1
288,1978,28,1
3,1978,28,1
361,1981,28,1
1530,1996,28,1
286,1996,28,1
2415,1994,28,1
1158,2004,28,1
1175,2000,28,2
1530,1995,28,1
2564,2004,28,2
2661,1995,28,1
2661,2000,28,3
2662,1995,28,1
2662,2000,28,5
2663,2004,28,2
2260,2013,28,1
1511,2004,28,1
2925,2004,28,5
4719,2004,28,1
1530,2001,28,2
2450,2001,28,1
1111,1999,28,1
118,1990,28,1
120,1990,28,1
1200,1814,28,2
1414,1814,28,1
153BIS,1990,28,1
225,1990,28,1
2560,1990,28,1
2561,1814,28,3
2575,1814,28,1
261,1990,28,1
2660,1999,28,1
2661,1990,28,1
272,1990,28,1
285,1990,28,1
2940,1990,28,1
355,1990,28,1
361,1990,28,1
405,1990,28,1
89,1990,28,1
96,1990,28,1
1175,2010,28,1
1180,2010,28,2
1190,2010,28,1
1220,2010,28,2
1416,2010,28,1
1418,2010,28,1
1433,2006,28,1
2240,2010,28,1
2515,1985,28,1
253,1971,28,1
2685,2010,28,1
273BIS,1971,28,1
1111,2001,28,1
1175,1992,28,2
1220,2000,28,1
1414,2000,28,2
1416,2000,28,1
1433,1992,28,1
1510,1992,28,2
1530,2000,28,2
1611,2000,28,1
211,2000,28,1
2175,1992,28,1
253,2000,28,1
2575,2000,28,1
2940,2000,28,2
253,1978,28,1
2920,1978,28,1
2930,1978,28,1
2940,1978,28,1
1710,2006,28,1
1715,2006,28,1
2640,2014,28,2
2662,1999,28,1
2915,2006,28,2
1175,2003,28,1
211,1988,28,1
2685,2003,28,1
273BIS,1900,28,1
1200,1992,28,1
1711,1998,28,1
2630,1992,28,1
2661,1992,28,1
272BIS,1999,28,1
43,1992,28,1
81BIS,1992,28,1
89,1992,28,1
1433,1989,28,1
253,1989,28,1
2661,1989,28,2
2925,1989,28,1
2940,1989,28,1
1411,1814,28,1
286,1979,28,2
329,1979,28,1
1220,2004,28,2
1418,2004,28,1
1530,2004,28,2
2560,2004,28,1
361,1999,28,2
167,1992,28,1
2522,2000,28,1
2566,2000,28,1
2713,2000,28,1
2714,2000,28,1
2717,2000,28,1
2718,2000,28,1
2770,2000,28,1
2771,2000,28,1
2790,2000,28,1
2791,2000,28,1
153BIS,1970,28,1
211,1970,28,1
254,1970,28,1
2565,1970,28,1
2935,1970,28,1
2940,1970,28,1
1510,2000,28,4
211,1998,28,1
1111,1993,28,1
1111,1997,28,2
253,1997,28,2
4110,2015,28,4
4120,2015,28,4
4130,2015,28,4
4140,2015,28,4
4331,2015,28,2
4510,2015,28,2
4511,2015,28,2
4702,2015,28,3
4734,2015,28,2
1111,2014,28,3
1331,2014,28,4
1510,1814,28,3
1523,2014,28,1
1810,2014,28,1
1820,2014,28,1
2160,2014,28,1
2175,2014,28,1
2260,2014,28,2
1435,2015,28,1
1158,2001,28,1
1185,2001,28,2
179,1999,28,1
251,1999,28,1
2560,1998,28,2
2560,2001,28,1
2565,2001,28,1
2570,2001,28,1
2575,2001,28,1
2661,2001,28,1
272,1999,28,1
281,1999,28,1
2940,2001,28,1
355,1999,28,1
89TER,1999,28,1
286,1999,28,1
2799,1998,28,1
322,1971,28,1
211,1990,28,1
253,1988,28,2
2575,1988,28,1
2930,1988,28,1
2940,1988,28,1
1180,1994,28,1
253,1994,28,1
2552,1994,28,1
2565,1994,28,1
2575,1994,28,1
2661,1994,28,1
2920,1994,28,1
2940,1994,28,1
1510,2004,28,2
1532,2004,28,1
1611,2004,28,1
1630,2004,28,1
2275,1990,28,1
2515,1990,28,1
2685,2004,28,1
273BIS,1990,28,1
2920,1990,28,2
4110,2004,28,1
2260,1997,28,2
2515,1997,28,2
2171,2005,28,1
268BIS,1992,28,1
322,1992,28,1
211,1995,28,1
81,1995,28,2
1710,2004,28,1
1715,2004,28,2
2330,2000,28,1
1175,1980,28,1
1180,2005,28,1
1433,1975,28,1
251,1975,28,1
2561,1980,28,1
2575,1980,28,1
2940,1975,28,1
33BIS,1975,28,1
405,1975,28,1
1190,1995,28,1
2260,1987,28,1
2275,1987,28,1
2515,1987,28,1
2610,1987,28,1
2620,1987,28,1
2910,1987,28,1
2920,1987,28,1
357QUA,1987,28,1
1310,1990,28,1
1311,1990,28,1
2925,1990,28,1
2510,2006,28,3
2111,1999,28,1
2710,1993,28,2
1510,1993,28,2
253,2014,28,1
2925,1993,28,2
1175,1988,28,1
1180,1988,28,1
1450,1988,28,1
2321,2010,28,1
2515,1988,28,1
2560,2010,28,1
2561,2010,28,1
2564,2010,28,2
2565,2010,28,1
2661,1988,28,1
1433,1993,28,1
253,1993,28,1
322,1989,28,1
1175,1983,28,1
118,1983,28,1
1611,2010,28,1
1630,2010,28,1
1720,2004,28,1
1810,2010,28,1
211,1983,28,1
261,1983,28,2
2630,2010,28,1
405,1983,28,1
4130,2010,28,1
43,1983,28,1
4331,2010,28,1
4510,2010,28,1
4511,2010,28,1
4722,2010,28,1
4734,2010,28,1
4802,2010,28,1
89,1983,28,1
1520,2000,28,1
1710,1995,28,1
2521,2000,28,1
2552,1989,28,1
1171,1814,28,2
1172,2003,28,1
1180,2003,28,2
1450,2003,28,1
2565,2003,28,2
2661,2003,28,1
2662,2003,28,3
1131,2003,28,1
2575,2003,28,1
2940,2003,28,2
2564,1989,28,1
2661,2011,28,1
281,1978,28,1
2920,1989,28,1
1435,2009,28,1
2930,2009,28,1
4734,2009,28,1
2661,2007,28,2
1433,2001,28,1
1434,2001,28,1
2662,2001,28,1
1414,2001,28,1
1431,1814,28,1
2170,2002,28,1
2171,2002,28,1
2445,2004,28,1
2450,2004,28,1
1158,2002,28,1
2660,2002,28,1
2915,2002,28,1
1418,2009,28,1
2170,1994,28,1
2171,2006,28,2
2710,2006,28,1
1136,1814,28,1
1511,1814,28,2
2220,1814,28,1
286,2003,28,1
322,2003,28,1
329,2003,28,1
98BIS,2003,28,1
1136,2007,28,1
1412,2007,28,1
1418,2007,28,1
1611,2007,28,1
1630,2007,28,1
2220,2007,28,1
2230,2007,28,1
2921,2007,28,1
3642,2015,28,1
2340,1968,28,1
91,1968,28,1
1136,2011,28,1
1511,2011,28,1
1530,2005,28,2
1532,2011,28,1
2921,2005,28,1
329,2009,28,1
98BIS,2009,28,1
2925,2005,28,1
2410,1996,28,1
1180,2009,28,1
1520,2009,28,2
2521,2009,28,2
2915,2009,28,2
1520,2006,28,1
2521,2006,28,1
2340,2008,28,1
1520,2008,28,1
2515,2008,28,1
2517,2008,28,1
2521,2008,28,1
2915,2008,28,1
2170,2007,28,1
2171,2007,28,1
2780,1814,28,1
167,2008,28,1
2760,1814,28,1
1412,1997,28,1
1434,1997,28,1
2510,2012,28,1
2521,2011,28,1
2915,2011,28,1
2710,1996,28,1
1132,2014,28,1
1185,2014,28,1
1200,2014,28,1
1433,2014,28,1
1434,2014,28,1
1510,2014,28,1
1530,2014,28,1
1532,2014,28,1
1611,2014,28,1
1630,2014,28,1
2220,2014,28,1
2221,2014,28,1
2450,2014,28,1
268BIS,1993,28,1
2120,2013,28,1
1185,2018,28,1
1411,2018,28,1
1432,2018,28,1
1630,2018,28,1
2260,2018,28,1
2781,2018,28,2
2910,2018,28,1
2920,2018,28,1
3532,2018,28,1
2712,2016,28,1
255,1993,28,2
1172,1814,36,3
1414,1996,36,1
1611,1814,36,2
1630,1996,36,1
2330,1814,36,1
2925,1996,36,3
1611,2000,36,1
167,2000,36,1
2312,2000,36,1
2350,2000,36,2
2350,2016,36,1
2351,2000,36,1
2355,2000,36,2
2355,2016,36,1
2360,2000,36,1
2360,2016,36,1
2730,2016,36,1
2770,2016,36,1
2770,2000,36,1
3520,2016,36,1
3630,2016,36,1
4716,2016,36,1
4741,2016,36,1
1450,2013,36,1
1450,2007,36,1
1450,2008,36,1
1520,1997,36,1
2515,2017,36,1
2516,2017,36,1
2516,2008,36,1
2517,2017,36,1
2520,2007,36,1
2520,2008,36,1
2520,2017,36,1
3310,2013,36,1
3310,2017,36,1
4801,2017,36,1
1130,2005,36,1
1131,2005,36,4
1171,2005,36,2
1172,2005,36,1
1173,2005,36,1
1200,2005,36,1
1419,2005,36,1
1432,2005,36,2
1433,2005,36,1
1450,2005,36,1
1611,2005,36,1
1630,2005,36,1
2515,2005,36,1
2915,2005,36,1
1180,1994,36,1
2515,1994,36,1
2523,1994,36,1
2570,1814,36,3
2910,1994,36,1
2920,1994,36,1
2925,1994,36,1
1432,2006,36,1
1433,2006,36,1
2564,2006,36,1
2564,2017,36,1
2930,2017,36,2
128,2008,36,1
2330,2008,36,1
2340,2008,36,1
1414,2016,36,1
1532,2016,36,1
2566,2016,36,1
2661,2016,36,2
2662,2016,36,1
2940,2016,36,2
4719,2016,36,3
4802,2016,36,1
1220,1999,36,2
1412,2000,36,1
211,1999,36,2
2551,1999,36,1
2552,1999,36,2
2560,1999,36,4
2561,1999,36,3
2567,1999,36,1
48BIS,1999,36,1
48TER,1999,36,1
1310,1986,36,1
1311,1986,36,1
1313,1986,36,1
1611,1990,36,1
2565,1990,36,1
2567,1990,36,1
2920,1990,36,1
1180,1987,36,1
1530,1987,36,2
2410,1987,36,1
2920,1987,36,1
2940,1987,36,1
1510,1999,36,1
1530,1999,36,2
1532,1999,36,1
2662,1999,36,2
2925,1999,36,3
1111,2005,36,1
1111,2008,36,2
1131,2008,36,1
1175,1984,36,1
2565,2008,36,4
2575,2008,36,2
2661,1984,36,1
2350,1987,36,1
2355,1987,36,1
1136,2008,36,1
1158,1998,36,1
1175,1998,36,1
1220,2008,36,1
1418,2008,36,1
2561,2008,36,1
2562,1998,36,1
2921,2008,36,1
2925,2008,36,1
1111,2000,36,2
1175,1814,36,1
2561,2000,36,1
2564,2000,36,1
2565,2000,36,2
2410,1814,36,3
2415,1814,36,1
1433,2004,36,1
2450,2004,36,1
2450,2016,36,1
2552,2016,36,1
2560,2016,36,2
2410,1996,36,1
2523,1996,36,1
1432,2009,36,1
1434,2009,36,1
182,1984,36,1
2516,2009,36,1
2517,2009,36,1
2930,2009,36,1
1180,1989,36,1
1414,1814,36,1
1433,1989,36,1
1434,1989,36,1
2260,1814,36,3
2445,1814,36,2
2450,1814,36,2
2564,1814,36,1
2950,1989,36,1
406,1814,36,1
2760,2020,36,2
1175,1997,36,1
1180,2007,36,2
1220,2007,36,2
1416,2007,36,1
1434,2015,36,1
1530,2007,36,2
1530,2015,36,2
1532,2015,36,2
2530,2015,36,1
2530,2007,36,1
2570,2007,36,1
2575,2007,36,1
2575,2015,36,1
2662,2015,36,1
2662,2007,36,2
2910,2015,36,2
2920,2015,36,1
2921,2007,36,2
2921,2014,36,1
2921,2015,36,1
3110,2015,36,1
3330,2007,36,1
3330,2015,36,1
4725,2015,36,1
1136,1814,36,1
1180,1814,36,2
1131,1997,36,1
1175,1992,36,1
1180,1992,36,1
1530,1992,36,1
2410,1992,36,1
2415,1992,36,1
253,1992,36,1
2920,1992,36,1
2925,1992,36,1
1418,2007,36,1
1433,2007,36,1
2661,1814,36,2
2661,2000,36,1
1434,1999,36,1
1530,2016,36,2
1531,2000,36,1
1532,2000,36,1
2160,1999,36,1
2260,1999,36,1
2260,2016,36,1
2410,1999,36,1
2410,2016,36,1
286,2006,36,1
1111,2004,36,3
1220,2004,36,2
2564,2005,36,1
2566,2004,36,1
1138,1814,36,1
1173,2013,36,2
1185,2013,36,1
1220,2013,36,1
1412,2013,36,1
1418,2013,36,1
1432,2013,36,2
1434,1814,36,2
1510,2013,36,1
1530,2013,36,1
2515,1814,36,1
2560,2013,36,1
2565,2013,36,1
2662,2013,36,1
2910,2013,36,1
2930,2013,36,1
1611,1989,36,1
182,1989,36,1
2175,1989,36,2
2610,1989,36,1
2910,1989,36,1
1111,1989,36,1
1155,1989,36,1
1435,2007,36,1
1510,1989,36,1
1530,1989,36,1
1532,2017,36,1
2260,2017,36,1
253,1989,36,1
2920,1989,36,1
2930,1989,36,1
2510,2002,36,1
2515,2002,36,1
2510,1992,36,1
1434,2011,36,1
2510,1990,36,1
2515,2011,36,2
2515,1988,36,1
2515,1900,36,1
2510,1987,36,1
2516,2011,36,1
2517,2011,36,1
2510,1994,36,1
2760,2017,36,1
2160,2008,36,1
2225,2008,36,1
2225,2012,36,1
2260,2012,36,1
2450,1997,36,1
2910,2012,36,1
1432,2010,36,1
1434,2004,36,1
1435,2010,36,1
1510,2004,36,1
1510,2010,36,1
2160,2004,36,1
2160,2010,36,1
2260,2010,36,1
1531,1814,36,1
1185,2015,36,1
1412,2015,36,1
1432,2015,36,1
1510,2015,36,1
2925,2015,36,1
1111,2013,36,2
1131,2013,36,1
1172,2013,36,1
1200,1814,36,1
1331,2013,36,2
1450,1814,36,1
2160,2013,36,1
2175,1814,36,1
2175,2013,36,1
2260,2013,36,1
4110,2017,36,3
4150,2017,36,1
4705,2017,36,1
1155,2005,36,1
2160,2005,36,1
2260,2005,36,1
4310,2016,36,1
2160,2015,36,2
2260,2015,36,1
1530,1814,45,4
2661,1814,45,3
1131,2014,36,1
1158,2014,36,1
1185,2014,36,1
1220,2014,36,1
2560,2014,36,1
2561,2014,36,1
2663,2014,36,1
2940,2014,36,1
2510,2003,36,1
1172,2004,36,1
1611,2004,36,1
1630,2004,36,1
1435,2004,36,1
2712,2020,36,1
2712,2004,36,1
2713,2007,36,3
2714,2007,36,1
2718,2007,36,2
2791,2007,36,1
2791,2020,36,1
1131,1814,36,1
1173,1814,36,1
1416,1814,36,1
1433,1814,36,1
1435,1814,36,1
1532,1814,36,1
2712,1980,36,1
2510,2013,36,1
2515,1974,36,1
286,1976,45,2
2760,1999,36,1
322,1999,36,1
1411,2010,36,1
1530,2010,36,1
2102,2010,36,1
2781,2010,36,1
2980,2017,36,1
1510,2012,36,1
2760,2013,45,1
2980,2013,36,1
4220,2018,36,1
2210,2007,36,1
3660,2004,36,1
2102,2013,36,1
3660,2002,36,1
2102,2005,36,1
3660,2005,36,1
2102,2097,36,1
286,1990,37,2
2515,2001,37,1
3660,2011,36,1
1136,2008,37,1
1416,2008,37,1
1417,2008,37,1
1455,2008,37,1
1455,2020,37,1
3410,2014,37,1
3410,2020,37,1
4620,2020,37,1
1180,2011,37,1
1220,1993,37,1
1418,1993,37,1
2560,1993,37,1
2575,1993,37,1
1520,1991,37,2
2515,1991,37,1
2915,1991,37,2
1434,2017,37,2
4331,2017,37,3
4511,2017,37,2
1310,2001,37,1
1311,2001,37,1
1711,2001,37,1
355,1994,37,1
385QUI,1994,37,1
385TER,1994,37,1
1111,1999,37,4
1150,1999,37,2
1150,2003,37,1
1175,1999,37,2
1176,1999,37,2
1180,1999,37,3
1185,1999,37,2
1190,1999,37,1
1211,1999,37,1
1310,1999,37,1
1311,1999,37,1
1311,2003,37,1
1434,1999,37,2
1711,2003,37,2
1711,1999,37,2
1721,1999,37,1
2560,1999,37,4
2575,1999,37,2
2920,1999,37,5
2925,1999,37,4
2940,1999,37,4
2950,1999,37,1
1180,1997,37,3
2340,1997,37,1
2340,2014,37,1
322,1997,37,1
1180,1993,37,1
2565,1993,37,1
1510,1990,37,1
2410,1990,37,1
2415,1990,37,1
253,1990,37,1
2910,1990,37,1
2920,1990,37,1
2940,1990,37,1
1432,1998,37,2
1630,2017,37,1
2560,2016,37,1
2565,2017,37,1
2662,2017,37,1
2940,2017,37,1
4310,2017,37,1
4321,2017,37,1
4330,2017,37,1
4802,2017,37,1
1410,1999,37,1
2920,2019,37,1
4510,2017,37,1
1175,1995,37,1
1180,1995,37,1
2552,1995,37,1
2560,1995,37,1
2910,1995,37,1
2920,1995,37,1
2925,1995,37,1
1175,2014,37,1
1185,2014,37,1
1200,2014,37,2
1212,2014,37,1
2575,2014,37,1
2660,2014,37,1
2662,2014,37,1
2931,2014,37,1
2450,1999,37,3
2560,1814,37,1
2565,1999,37,3
1450,2000,37,1
253,2000,37,1
2920,2000,37,2
2415,1996,37,1
1173,2007,37,1
1521,2007,37,1
1523,2007,37,1
2640,2007,37,1
2662,2007,37,1
2663,2007,37,2
1434,1997,37,1
2515,1997,37,2
2910,1997,37,1
1434,2018,37,2
2711,2018,37,4
2718,2018,37,5
2790,2018,37,1
2791,2018,37,5
2795,2018,37,1
2915,2018,37,1
3510,2018,37,1
3550,2018,37,3
1185,1994,37,1
1412,2005,37,1
1414,2005,37,2
1414,2016,37,3
1414,1994,37,1
1434,2016,37,1
1715,2005,37,1
211,1994,37,2
2920,2015,37,1
2940,2015,37,1
361,1994,37,1
1715,1993,37,1
1715,2007,37,1
2661,1993,37,2
2663,1993,37,1
2910,1993,37,1
2915,1993,37,1
2920,1993,37,1
2925,1993,37,1
1180,1814,37,1
1530,2004,37,1
2450,2004,37,1
1530,1999,37,2
1532,2012,37,2
1435,1998,37,1
1435,2012,37,2
167,1998,37,2
2716,2018,37,4
2716,1998,37,1
322,1998,37,1
3550,2013,37,2
1432,1993,37,1
1434,1993,37,1
1520,1993,37,1
2522,1997,37,1
2560,1997,37,1
1131,1999,37,3
1141,1999,37,1
1173,1999,37,1
1416,1999,37,1
1418,1999,37,1
1432,1999,37,1
2523,1999,37,1
2564,1999,37,1
2566,1999,37,1
2713,1999,37,1
1111,2012,37,4
1111,2014,37,2
1131,2012,37,4
1131,2014,37,1
1138,2012,37,1
1138,2014,37,1
1150,2012,37,1
1151,2014,37,1
1156,2011,37,1
1220,2012,37,1
1433,2014,37,1
1450,2012,37,2
1450,2014,37,1
1715,2012,37,1
2560,2012,37,2
2565,2014,37,3
2565,2012,37,4
1450,2002,37,1
2560,2002,37,1
2565,2002,37,1
2925,2002,37,1
2940,2002,37,1
2567,2004,37,1
2661,2004,37,1
1434,2010,37,3
1435,2010,37,1
2930,2010,37,1
2930,1997,37,1
3,1814,37,1
81BIS,1814,37,1
1132,2012,37,2
1173,2012,37,1
1523,2012,37,1
1158,2009,37,1
2560,2009,37,1
2560,1998,37,1
2561,2011,37,1
2565,1998,37,1
1136,2012,37,1
1511,2012,37,1
2220,2012,37,1
2221,2012,37,1
2920,2012,37,1
1180,1996,37,1
2565,1996,37,1
2567,1996,37,1
2575,1996,37,1
2925,1996,37,2
2940,1996,37,2
1510,1996,37,1
1530,2011,37,9
1111,2010,37,3
1130,2010,37,1
1136,1814,37,1
1138,1814,37,1
1140,2006,37,1
1150,2010,37,1
1150,1814,37,1
1171,2010,37,1
1173,2010,37,1
1174,2010,37,1
1175,2010,37,1
1176,2006,37,1
1200,2010,37,1
1212,2010,37,2
1321,2010,37,1
1412,1998,37,1
1418,2010,37,1
1433,2010,37,1
1450,2010,37,1
1610,2010,37,1
1612,2010,37,1
1820,2010,37,1
2620,2010,37,1
2660,2010,37,1
2921,2010,37,1
2561,2018,37,1
2564,2018,37,1
4715,2018,37,1
4718,2018,37,1
4719,2018,37,1
4735,2018,37,1
2521,1991,37,1
2910,1991,37,1
2567,2005,37,1
2575,2005,37,1
1418,2005,37,1
1530,2016,37,1
2565,2005,37,1
2566,2016,37,1
2566,2011,37,1
2640,2005,37,1
2640,2011,37,1
2640,2016,37,1
2661,2011,37,2
2661,2016,37,2
2661,2005,37,1
2662,2011,37,3
2662,2016,37,1
2663,2016,37,1
1511,2011,37,2
2260,2011,37,2
2510,1989,37,1
2515,1989,37,1
2510,1987,37,1
1435,2013,37,2
1510,2013,37,2
1511,2013,37,1
2230,1999,37,1
2921,2013,37,1
2160,1988,37,4
2260,1988,37,2
2715,2012,37,1
2780,2012,37,1
1435,22,37,1
2712,2018,37,4
2713,2018,37,4
2714,2018,37,4
2715,2018,37,2
4734,2018,37,3
167,1997,37,1
2560,1996,37,1
2711,1997,37,1
2770,2019,37,1
2770,2018,37,1
286,1996,37,2
3532,2015,37,1
3532,2018,37,1
3532,2019,37,2
261BIS,1991,37,1
329,1991,37,1
1435,2018,37,2
1510,2018,37,2
2160,2018,37,1
2260,2018,37,1
4511,2018,37,1
4702,2018,37,2
1412,2006,37,2
1412,2002,37,1
2160,2002,37,1
211,1999,37,2
2160,1999,37,1
2260,1999,37,1
1331,1988,37,2
211,1988,37,1
305BIS,1988,37,1
357SEP,1988,37,1
376BIS,1988,37,1
89,1988,37,1
1180,1986,37,1
2160,1986,37,2
2910,2019,41,2
2565,2000,37,1
2940,2000,37,1
2710,2011,37,2
2510,2019,37,2
2515,2019,37,3
2410,1981,37,1
253,1981,37,1
2910,1981,37,1
2940,1981,37,2
2550,1990,37,1
2712,2007,37,1
286,1989,37,2
2711,2015,37,1
2712,2010,37,2
1180,1900,37,3
1185,1900,37,1
1416,1900,37,2
1433,1900,37,3
1611,1900,37,1
1711,1900,37,2
1720,1900,37,2
2340,1900,37,1
2565,1900,37,1
2910,1900,37,3
2920,1900,37,16
2925,1900,37,12
2715,2011,37,3
2760,2011,37,1
286,1993,37,1
2552,2013,37,2
2565,2013,37,3
2575,2013,37,2
1530,2018,37,1
2517,2018,37,2
322,2000,37,1
329,2000,37,1
98BIS,2000,37,1
2561,2012,37,1
2562,2012,37,1
2770,2012,37,1
2102,2001,37,2
1175,2003,37,1
286,2006,37,2
1220,2011,37,1
2160,2011,37,2
2410,2011,37,2
2915,2011,37,3
2712,2004,37,1
2713,2004,37,1
2712,2008,37,1
286,2003,37,1
1158,2013,37,1
2925,2013,37,2
1520,2004,37,1
2517,2004,37,1
2915,2004,37,2
2515,2003,37,1
2517,2003,37,1
2521,2003,37,1
1185,2019,37,1
1435,2017,37,2
1510,2017,37,1
1530,2005,37,1
2925,2005,37,1
2925,2017,37,1
4120,2019,37,1
4442,2019,37,1
4725,2019,37,1
4734,2017,37,1
1530,1814,37,2
2445,2011,37,1
2450,2011,37,2
2510,2005,37,1
2510,2010,37,3
2515,2010,37,2
2663,2005,37,1
1180,2006,37,1
2560,2006,37,1
2561,2006,37,1
2564,2006,37,1
2565,2006,37,1
1520,2006,37,1
2516,2006,37,1
2517,2006,37,1
2521,2006,37,1
2915,2006,37,1
286,1981,37,1
1185,2011,37,1
1434,1814,37,1
2255,2011,37,1
2711,2013,45,1
2714,2013,45,1
2930,2013,45,1
167,2008,37,1
2662,2008,37,1
2711,2011,37,1
2711,2013,37,1
322,2008,37,1
329,2008,37,1
1530,2019,37,1
1530,2007,37,1
329,2007,37,1
2710,2007,37,1
2712,1987,37,1
286,1987,37,1
1510,1814,37,1
167,2009,37,1
329,2009,37,1
1432,1994,37,1
1434,1994,37,1
1435,1994,37,1
1435,2016,37,1
4734,2016,37,1
1111,2013,37,1
1131,2013,37,1
1172,2013,37,1
1220,2013,37,1
1530,2013,37,1
1611,2013,37,2
1630,2013,37,2
2560,2013,37,1
2564,2013,37,1
2940,2013,37,1
1532,2020,37,1
2415,2011,37,1
2510,2011,37,1
2517,2011,37,2
2521,2011,37,2
1715,2013,37,1
2410,2013,37,1
1532,2019,37,2
2171,2019,37,1
2716,2019,37,1
2718,2013,37,1
2790,2019,37,1
2790,2013,37,1
2794,2019,37,1
3510,2013,37,1
3510,2019,37,1
3550,2019,37,1
2111,2016,37,1
2521,1976,37,1
4801,1976,37,1
2910,2019,37,1
2710,2016,37,2
3110,2017,37,1
4320,2018,37,1
2930,2019,37,1
81BIS,1996,37,1
