rubriques,years,departments,occurrences
2221,2002,67,2
2713,1997,67,1
1510,1993,67,1
211,1993,67,2
355,1993,67,1
2311,2009,67,1
2330,2004,67,1
2663,2009,67,4
2915,2004,67,3
4718,2009,67,1
1434,1984,67,1
1435,1984,67,1
253,1984,67,1
4734,2020,67,1
2410,2001,67,5
2415,2001,67,3
2760,2016,46,3
1434,2018,67,1
261BIS,1989,67,2
2718,2018,67,2
3550,2018,67,2
2663,2011,67,9
2714,2014,67,2
1BIS,1980,67,1
253,1980,67,5
261BIS,1980,67,1
282,1980,67,1
282,1990,67,2
3,1980,67,3
375,1980,67,1
2251,2002,67,1
2920,1994,67,1
2251,2005,67,1
2251,2012,67,1
2251,1994,67,3
211,1972,67,1
2160,1981,67,1
253,1814,67,1
141,1976,67,2
141,1982,67,1
2410,1993,67,1
2415,1993,67,2
1158,1992,67,1
1530,2005,67,5
2410,2005,67,2
271,1992,67,1
272,1992,67,1
405,1991,67,1
406,1991,67,1
1150,2002,67,1
2415,2002,67,1
2250,1814,67,1
250,1976,67,1
35,1976,67,1
2220,1996,67,1
2221,2015,67,1
2415,1999,67,4
2410,1999,67,3
2410,1995,67,1
2415,1995,67,1
2940,1995,67,1
81,1995,67,1
81QUA,1995,67,1
1172,2006,67,3
2771,2006,67,1
286,1988,67,1
322,1988,67,1
3520,2013,67,2
81QUA,1993,67,2
119,1977,67,1
255,1977,67,1
2560,2020,67,1
2565,2020,67,1
287,1977,67,1
1412,2008,67,3
1414,2008,67,3
1530,2008,67,6
211,2008,67,1
2251,2008,67,1
2255,2008,67,1
1136,1997,67,1
1155,1997,67,2
2714,2012,67,4
2718,2012,67,4
2915,1998,67,3
1510,1995,67,2
2662,1995,67,1
2921,2006,67,3
2712,2010,67,1
322,1814,67,3
1530,1992,67,1
2410,1992,67,1
81,1992,67,1
81QUA,1992,67,1
1432,1998,67,2
2575,1998,67,2
2717,1998,67,1
2790,1998,67,1
2791,1998,67,2
2795,1998,67,1
2799,1814,67,1
1180,2008,67,1
2561,2008,67,1
2566,2008,67,1
2575,2008,67,3
1131,1999,67,3
1132,2012,67,1
1200,1999,67,1
1212,1999,67,1
1433,1999,67,1
2251,2015,51,1
4802,2015,51,4
1136,1981,67,2
1510,1981,67,1
1511,1981,67,1
2925,1981,67,1
3,1981,67,1
1158,2014,67,1
1510,1999,67,1
1532,2014,67,2
2410,2014,67,1
2663,2014,67,1
153BIS,1987,67,1
322,1987,67,1
1412,1814,67,5
2931,2001,67,1
1435,2004,67,3
2260,2003,67,3
2410,2003,67,1
2220,2019,67,1
1434,2000,67,1
1331,1998,67,1
2160,1998,67,3
2160,2005,67,1
2562,2001,67,1
2521,2001,67,1
167,2008,67,3
322,2008,67,2
4734,2008,67,1
128,1992,67,1
1434,2007,67,7
1435,2007,67,5
2260,2007,67,3
2710,2007,67,2
2714,2010,67,4
2780,2010,67,1
2780,2009,67,1
2930,1992,67,1
329,1992,67,1
2210,1997,67,1
2221,1997,67,2
286,1986,24,5
1432,2003,67,6
2713,2001,67,1
2716,2001,67,1
2791,2001,67,1
322,2001,67,1
2170,2001,67,1
2170,2006,67,1
2171,2006,67,1
2780,2012,67,1
1180,2009,67,1
1530,2009,67,7
2255,2009,67,1
1180,2003,67,2
1530,2003,67,7
2714,2018,67,4
3410,2018,67,1
4331,2018,67,1
4421,2018,67,1
4726,2018,67,1
1131,2004,67,2
1131,2006,67,2
1155,2004,67,1
1171,2006,67,2
1173,2006,67,2
1173,2004,67,1
1433,2006,67,2
1523,2006,67,1
1523,2004,67,1
1610,2004,67,1
1610,2006,67,1
1611,2004,67,2
1630,2004,67,2
1630,2006,67,1
1412,2003,67,3
1414,2003,67,1
2101,2013,52,2
2170,1998,67,1
2171,1998,67,1
2260,1998,67,4
2780,1998,67,1
322,1998,67,2
1520,2003,67,1
2521,2003,67,3
2915,2003,67,2
2522,1996,67,1
2522,1997,67,1
2710,2004,67,1
2560,2014,67,2
1190,2008,67,1
2564,2008,67,4
405,1996,67,1
406,1996,67,2
1520,2004,67,2
2521,2004,67,3
2915,2016,67,2
1180,1999,68,2
1433,1999,68,3
2450,2003,68,1
2660,2003,68,2
2661,2003,68,9
2662,1999,68,3
2920,1999,68,6
2921,2003,68,2
1510,1814,67,2
2663,1814,67,2
2925,1814,67,3
4510,2020,67,2
4511,2020,67,1
1111,1996,67,3
1111,2010,67,1
1131,1996,67,3
1172,1996,67,1
1450,2010,67,1
1510,2005,67,5
1411,2004,67,1
3260,2007,67,1
167,2005,67,3
2716,2005,67,1
2718,2010,67,2
2790,2010,67,1
2795,2010,67,1
1220,2014,67,2
1321,2014,67,1
1412,2014,67,1
1418,2014,67,1
1435,2014,67,1
2711,2014,67,1
2713,2014,67,2
2715,2014,67,1
2716,2014,67,3
2717,2014,67,1
2718,2014,67,2
2791,2014,67,3
2920,2014,67,2
2711,2008,67,4
2792,2011,67,1
322,2005,67,2
3510,2015,67,1
3550,2015,67,1
1511,1998,67,1
2220,1998,67,2
2221,1998,67,1
4734,1998,67,1
4802,1998,67,1
120,1977,68,3
288,1977,68,2
33BIS,1977,68,4
361,1977,68,1
167,1998,68,4
2661,1998,68,3
2662,1998,68,4
322,1998,68,3
2711,2019,67,2
2714,2019,67,3
2715,2019,67,2
2716,2019,67,3
2794,2019,67,1
1155,1996,67,1
1331,1996,67,1
1412,1996,67,1
2160,1996,67,1
1435,2006,67,4
1511,2011,67,2
1532,2006,67,1
2255,2006,67,1
1530,2007,67,10
2260,2011,67,2
1511,2007,67,1
1414,2007,67,3
2255,2007,67,1
1411,2006,67,2
1413,2006,67,1
2560,2006,67,3
2930,2006,67,3
2711,2015,67,3
2713,1986,67,1
2160,2007,67,2
2712,2008,67,2
286,2008,67,3
2160,2008,67,1
2410,2008,67,1
4718,2008,67,1
98BIS,2007,67,2
1530,1814,67,1
2260,1814,67,2
2515,1814,67,1
2517,1814,67,2
2220,2008,67,1
2221,2008,67,1
2230,2008,67,1
4802,2008,67,1
2710,2014,67,9
2710,1996,67,3
2791,2012,67,6
268BIS,1814,67,1
2716,2012,67,5
2710,2012,67,6
2260,2010,67,6
2515,2010,67,4
2716,2010,67,2
1532,2008,67,1
1532,2010,67,1
2710,2008,67,3
2710,2010,67,2
2716,2015,67,5
2718,2015,67,2
2791,2008,67,1
2791,2010,67,2
2517,2009,67,5
1412,2010,67,4
2560,2004,68,1
2560,2014,68,5
2563,2014,68,2
2565,2004,68,3
2921,2004,68,2
2921,2014,68,3
2925,2004,68,4
286,1814,68,6
1432,2011,67,4
2560,2011,67,1
2565,2011,67,1
2925,2011,67,3
2940,2011,67,2
1435,2019,67,1
2515,2019,67,2
2516,2019,67,1
2517,2019,67,3
2713,2019,67,2
2791,2019,67,2
2710,1999,67,1
286,1979,67,1
2980,2017,67,2
1450,2020,67,1
2560,2013,67,3
2575,2013,67,1
2915,2013,67,1
2940,2013,67,1
4110,2013,67,2
4120,2013,67,2
4130,2013,67,1
4140,2013,67,1
4441,2013,67,1
4511,2013,67,1
2910,2009,68,7
1180,2004,68,5
1530,2004,68,4
2251,2004,68,1
2253,2004,68,1
2663,2004,68,3
2910,2004,68,8
2920,2004,68,6
1158,2015,67,1
2660,2015,67,1
2910,2015,67,4
2940,2015,67,4
1510,2019,67,2
2662,2019,67,1
1434,2013,67,1
1520,2014,67,1
2521,2014,67,1
2718,2017,67,3
3550,2017,67,1
2710,2000,67,1
2710,1998,67,1
2710,2016,67,2
1432,1814,68,5
1434,1814,68,6
1435,2008,68,4
2220,2017,67,1
2221,2017,67,1
2921,2017,67,1
4735,2017,67,1
2102,2016,67,2
1511,2011,68,1
2251,2011,68,1
2564,2011,68,1
2925,2011,68,3
2710,2016,68,2
2710,2017,68,5
2711,2017,68,4
2713,2017,68,3
2714,2017,68,1
2715,2017,68,1
2716,2017,68,1
2718,2017,68,3
2719,2017,68,1
2790,2017,68,1
2791,2017,68,3
2515,2018,68,4
2517,2018,68,2
2781,2018,68,1
2910,2018,68,2
4310,2018,68,1
1510,2018,68,2
2925,2018,68,1
1510,2019,68,2
2710,1998,68,2
2510,2007,68,2
2515,2007,68,4
2517,2007,68,1
286,1996,68,1
2510,1987,68,1
2510,2003,68,1
2510,1999,68,2
2510,1988,68,3
1432,1968,68,1
361,1995,68,4
2510,2015,68,3
2515,2015,68,2
2517,2015,68,3
2510,2009,68,1
2515,2009,68,1
2510,1979,68,1
2510,2000,68,2
2515,2000,68,5
2510,1985,68,2
2510,1993,68,3
2515,2016,68,4
2517,2016,68,2
405,1989,68,2
2510,2016,68,1
2515,2008,68,4
2510,2008,68,3
1180,1986,68,1
1432,2001,68,4
2546,1988,68,1
2552,2001,68,1
2560,2001,68,1
2561,2001,68,1
2565,2001,68,2
2920,2001,68,5
2921,2005,68,14
2925,2001,68,5
2940,2001,68,5
1131,2007,68,4
1331,2007,68,1
2910,2007,68,7
2920,2007,68,8
4702,2020,68,1
4702,2018,68,1
1180,1987,68,1
2251,1994,68,3
2251,2014,68,3
1432,2008,68,9
1434,2008,68,9
1530,2008,68,6
2410,2008,68,2
2910,2008,68,14
2915,2008,68,3
2920,2008,68,11
2925,2008,68,6
2940,2008,68,2
1432,2010,68,3
1530,2010,68,3
2910,2010,68,4
1418,1995,68,1
1432,1995,68,1
153BIS,1995,68,4
1630,1995,68,1
211,1995,68,1
2430,2016,68,1
2440,2016,68,1
2714,2016,68,1
2910,2016,68,6
329,1995,68,2
330,1995,68,1
333,1995,68,1
3610,2016,68,1
385QUA,1995,68,1
2560,1999,68,2
2565,1990,68,1
1520,2014,68,1
2515,2014,68,1
2517,2014,68,3
2521,2014,68,1
2915,2014,68,1
1131,2008,68,8
1414,2008,68,3
1418,2008,68,3
1510,2008,68,3
1530,2005,68,4
2560,2008,68,4
2564,2008,68,2
2661,2008,68,4
2662,2008,68,3
2663,2008,68,4
2921,2008,68,3
2940,2005,68,8
1432,2012,68,2
1433,2012,68,1
1434,2012,68,1
1530,2012,68,1
2450,2012,68,1
2564,2012,68,1
2910,2012,68,2
2915,2012,68,1
2925,2012,68,2
1435,2010,68,1
2220,1997,68,1
2221,1997,68,1
2910,1997,68,4
2925,1997,68,3
1200,1993,68,1
1432,2011,68,3
1630,1993,68,2
2320,2011,68,1
2330,1976,68,1
4440,2017,68,1
2565,1981,68,1
1111,2007,68,1
1138,2007,68,1
1220,2007,68,3
1418,2007,68,3
1432,2007,68,6
1433,2007,68,1
1435,2007,68,1
1510,2007,68,2
1530,2007,68,6
153BIS,1994,68,2
1611,2007,68,2
1630,2007,68,1
2552,2007,68,1
2560,2007,68,4
2561,2007,68,1
2564,2007,68,2
2565,2007,68,1
2575,2007,68,1
2921,2007,68,2
2925,2007,68,3
2940,2007,68,3
2920,1814,68,7
1510,2011,68,4
1530,2011,68,5
2662,2011,68,3
2663,2011,68,3
2910,2011,68,5
1432,2008,52,4
1434,2008,52,2
1520,2008,52,1
2515,2008,52,5
2517,2008,52,1
2521,2008,52,1
2915,2008,52,1
2920,2008,52,7
1111,2008,68,6
1138,2008,68,1
1172,2008,68,4
1173,2008,68,2
1175,1994,68,1
1180,1994,68,1
1190,2008,68,2
1200,2008,68,5
1220,2008,68,2
1412,2008,68,3
1416,2008,68,1
1432,1994,68,1
1433,1994,68,2
1433,2008,68,6
1611,2008,68,1
1630,2008,68,2
1715,2008,68,1
1720,1814,68,2
2552,2008,68,1
2561,2008,68,2
286,2008,68,3
2910,1994,68,1
2921,1814,68,5
2930,2008,68,2
98BIS,2008,68,2
2560,2016,68,3
2565,2016,68,1
2575,2016,68,1
288,1980,68,1
2940,2016,68,2
405,1994,68,1
405,1980,68,1
406,1994,68,1
1510,1993,68,5
253,1993,68,3
3,1993,68,1
1414,2004,68,2
1432,2004,68,4
1720,2004,68,2
2661,2004,68,5
2662,2004,68,2
2915,2004,68,5
2940,2004,68,3
4718,2004,68,1
4734,2004,68,1
98BIS,2004,68,1
1331,1985,68,1
2160,1985,68,1
2910,1985,68,1
120,1995,68,3
1434,1995,68,2
1435,1995,68,1
1520,1995,68,1
2515,1995,68,1
2517,2003,68,1
2521,1995,68,1
253,1995,68,4
2910,1995,68,1
4801,2018,68,1
2565,1814,68,2
1434,2009,68,5
2515,1987,68,1
2640,2009,68,2
2662,2009,68,3
2925,2009,68,4
4331,2016,68,5
4734,2016,68,2
153BIS,1992,68,1
1721,1814,68,2
196BIS,1992,68,1
355,1992,68,2
2910,2013,68,10
1414,2000,68,1
1432,2000,68,5
1433,2000,68,3
1434,2000,68,7
1530,2000,68,6
153BIS,1990,68,3
238,1990,68,1
2450,2000,68,2
253,1990,68,4
2565,2000,68,1
261,1990,68,2
288,1990,68,1
2910,2000,68,14
2920,2000,68,10
2921,2009,68,2
2925,2000,68,7
2940,2000,68,2
3,1990,68,2
361,1990,68,2
405,1990,68,1
406,1990,68,2
2560,2017,68,2
2910,2017,68,3
2920,1971,68,1
2940,1971,68,1
2940,1989,68,1
4725,2017,68,3
2921,2015,68,1
3410,2013,68,7
4110,2015,68,1
4120,2015,68,1
4130,2015,68,2
4140,2015,68,1
4310,2015,68,1
4330,2015,68,1
4331,2015,68,1
4440,2015,68,1
4441,2015,68,1
4510,2015,68,1
4511,2015,68,1
4610,2015,68,1
1150,2003,68,2
1172,2007,68,1
1412,2007,68,1
1520,2007,68,1
1521,2007,68,1
217,1982,68,1
2410,2007,68,3
2415,2003,68,1
67,1982,68,1
81,1982,68,1
81BIS,1982,68,1
2910,1814,68,9
1131,2003,68,1
1158,2003,68,1
1180,2003,68,2
1420,2003,68,1
2663,2003,68,6
2920,2003,68,5
2940,2003,68,1
167,1996,68,4
322,1996,68,1
2510,2011,68,2
2710,2013,68,17
2710,2000,68,1
2760,2011,68,2
3540,2013,68,1
1131,1996,68,3
1530,1996,68,2
2445,1996,68,1
2563,2017,68,1
2565,1996,68,2
2661,1996,68,4
2662,1996,68,5
2910,1996,68,6
2920,1996,68,6
2925,1996,68,5
2940,1996,68,3
4130,2017,68,2
1111,2005,68,1
2564,2005,68,5
2661,2005,68,5
2661,2016,68,1
2662,2016,68,1
2662,2005,68,4
2663,2005,68,3
2663,2016,68,1
2920,2005,68,9
4713,2016,68,1
167,1995,68,2
167,2005,68,2
286,1995,68,1
405,1995,68,3
406,1995,68,3
2160,1999,68,3
2160,2015,68,3
2260,1998,68,1
2910,1999,68,5
376BIS,1991,68,1
1110,2004,68,1
1200,2004,68,1
1220,2004,68,1
1418,2004,68,1
1611,2004,68,1
1715,2004,68,1
1721,2004,68,2
2430,2004,68,1
2440,2004,68,1
329,2004,68,1
253,2000,68,1
2661,2000,68,6
2661,2015,68,1
2662,2000,68,8
2663,2000,68,2
2940,1999,68,1
1311,2006,68,1
2560,2006,68,5
2564,2006,68,2
2565,2006,68,3
2910,2006,68,11
2920,2006,68,10
2940,2006,68,4
1432,2013,68,3
1532,2013,68,5
3110,2013,68,2
2260,1983,68,1
2780,1983,68,1
322,1983,68,1
1131,1814,68,3
1185,1814,68,1
253,1987,68,1
261BIS,1987,68,2
2560,1998,08,2
2575,1998,08,3
2921,2014,08,16
2940,1998,08,2
2560,2009,68,2
2565,2009,68,2
2575,2009,68,1
2915,2009,68,3
2920,2009,68,5
2940,2009,68,3
1138,2012,68,1
1172,2012,68,2
1173,2012,68,1
1190,2007,68,1
1200,2007,68,2
1200,2012,68,3
1511,2012,68,2
1611,2012,68,1
1630,2012,68,1
2220,2007,68,2
2221,2007,68,1
2230,2007,68,1
2340,2007,68,1
2340,2012,68,1
2450,2007,68,1
2685,2007,68,1
2930,2012,68,2
2950,2007,68,1
2950,2012,68,1
1220,2005,68,2
1412,2005,68,4
1414,2005,68,3
1418,2005,68,1
1432,2005,68,8
2560,2005,68,5
2561,2005,68,1
2565,2005,68,2
2575,2005,68,1
2910,2005,68,7
2925,2005,68,7
1200,2009,68,1
1611,2009,68,2
2330,2014,68,1
272,1814,68,1
361,1983,68,1
167,1989,68,1
167,1992,68,1
2718,2010,68,3
2799,1998,68,1
3550,2014,68,3
1131,1993,68,4
211,1994,68,2
2410,1993,68,1
2415,1993,68,1
1531,1988,68,1
2415,1988,68,1
81,1988,68,1
81QUA,1988,68,1
81TER,1988,68,1
2750,2009,68,1
2410,2004,68,1
2415,1999,68,4
1180,1991,68,2
1432,1991,68,1
1433,1991,68,1
1434,2005,68,5
251,1991,68,2
2566,2005,68,1
2662,2001,68,3
2910,1991,68,4
2925,1991,68,1
1411,1996,68,1
2661,2001,68,3
2663,2001,68,1
2410,2011,68,2
2515,2011,68,2
2714,2011,68,4
2715,2011,68,1
322,1993,68,1
3540,2014,68,1
2564,2004,68,2
2660,2004,68,1
2661,1814,68,6
1220,2014,68,2
2710,2014,68,2
2711,2014,68,2
2712,2014,68,1
2712,2010,68,4
2713,2010,68,2
2713,2014,68,3
2714,2014,68,4
2718,2014,68,2
2791,2014,68,4
286,1980,68,1
120,1984,68,1
153BIS,1984,68,1
253,1984,68,1
395,1984,68,1
1450,1998,68,1
195,1998,68,1
2560,2018,68,2
2561,1985,68,1
2565,1979,68,2
281,1979,68,1
285,1985,68,1
1510,2003,68,5
2253,2003,68,1
2254,2003,68,1
2662,2003,68,4
2925,2003,68,4
1432,2014,68,2
1433,2014,68,1
2717,2014,68,1
2770,2014,68,1
2790,2014,68,3
1180,2000,68,1
1510,2000,68,2
2660,1996,68,1
2915,1996,68,1
1412,1995,68,1
1433,1995,68,1
238,1995,68,1
255,1995,68,2
2661,1995,68,2
2661,2017,68,4
2662,1995,68,2
2662,2017,68,3
2920,2017,68,3
355,1995,68,1
3670,2017,68,1
2575,1993,68,2
361,1993,68,1
79,1993,68,1
91,1993,68,1
286,1997,68,1
1530,2017,68,1
1630,2017,68,3
2410,2017,68,1
2565,2017,68,1
2575,2017,68,1
2663,2017,68,3
2925,2017,68,1
2930,2017,68,2
2940,2017,68,1
2950,2017,68,1
4110,2017,68,1
4331,2017,68,2
4719,2017,68,1
1185,2006,68,2
1412,2012,68,1
1414,2012,68,1
1433,2006,68,1
2630,2012,68,1
1721,2000,68,2
196BIS,1995,68,1
2311,2000,68,1
2915,2000,68,5
2921,2000,68,4
2561,1993,68,1
282,1993,68,1
285,1993,68,1
2940,1993,68,1
33BIS,1993,68,1
355,1993,68,1
406,1993,68,1
1BIS,1990,68,1
251,1990,68,1
2661,1990,68,2
287,1990,68,1
2921,1990,68,1
57,1990,68,3
94,1990,68,1
96,1990,68,1
1155,1995,68,1
1171,2009,68,1
1172,2009,68,2
1173,2009,68,2
1136,1998,68,1
2220,2000,68,2
1415,2003,68,1
1416,2003,68,1
2910,2003,68,1
2560,2015,08,1
2561,2015,08,1
2575,2015,08,1
2921,2015,08,2
1155,2008,68,2
2160,2008,68,1
2260,2003,68,3
2260,2008,68,2
355,1987,68,1
376BIS,1987,68,1
89,1987,68,1
1530,1998,68,1
2410,1998,68,1
2415,1998,68,1
1200,2003,68,1
1432,1987,68,1
1510,1987,68,1
2311,1987,68,1
2330,2003,68,2
2910,1987,68,1
2920,1987,68,1
153BIS,1991,68,4
196BIS,1991,68,2
272,1991,68,2
3,1991,68,1
355,1991,68,1
361,1991,68,2
395,1991,68,2
50,1991,68,1
2321,1996,68,1
2330,1996,68,1
2565,1995,68,1
2567,1999,68,2
2575,1999,68,2
1434,1999,68,3
2795,2009,68,1
1BIS,1991,68,1
288,1991,68,1
289,1991,68,1
405,1991,68,1
406,1991,68,1
2515,1999,68,4
2517,1999,68,2
2716,2014,68,2
3531,2014,68,1
167,2000,68,3
2713,2000,68,1
2716,2000,68,1
167,2009,68,3
2560,1976,68,1
2710,2009,68,1
2711,2009,68,3
286,1976,68,2
286,2009,68,2
322,2009,68,1
1510,2006,68,6
2220,2006,68,1
2221,2006,68,1
2260,2006,68,4
2925,2006,68,7
361,2006,68,1
1180,2002,68,1
1432,2002,68,4
1434,2002,68,1
1435,2002,68,1
2220,2002,68,1
2221,2002,68,1
2910,2002,68,3
2920,2002,68,5
2925,2002,68,4
4734,2002,68,1
2712,2013,68,4
1520,1992,68,1
4801,1992,68,1
2260,1995,68,1
2415,2010,68,1
1532,2012,68,1
167,1999,68,2
2170,2005,68,1
2171,2004,68,1
2260,2004,68,1
2517,2012,68,1
2714,2012,68,1
2715,2012,68,1
2716,2012,68,1
2780,2012,68,3
2791,2012,68,1
322,1999,68,1
3532,2012,68,1
1418,2002,68,3
2560,2000,68,1
2561,2000,68,1
2564,2002,68,2
1158,2000,68,1
2660,2007,68,2
2311,2001,68,1
2910,2001,68,4
2915,2001,68,1
286,2076,68,1
1434,2004,68,2
1450,2004,68,1
1530,1999,68,1
2450,1999,68,2
1220,2013,08,3
1411,2013,08,1
2260,2013,08,1
2661,2013,08,1
2662,2013,08,2
2711,2013,08,1
2712,2013,08,2
2713,2013,08,4
2714,2013,08,1
2920,2013,08,1
2799,2009,68,1
286,1983,68,1
98BIS,2009,68,1
1510,2005,68,3
2930,2005,68,3
329,2005,68,1
1412,1814,68,4
1530,1814,68,9
2410,1814,68,6
2663,1814,68,7
2925,1814,68,6
2940,1814,68,8
1432,2015,68,2
2718,2008,68,1
2718,2015,68,1
2445,2008,68,1
2450,2008,68,1
81BIS,1995,68,2
1414,2010,68,1
1418,2010,68,2
1715,2010,68,2
2560,2010,68,2
2564,2016,68,1
2565,2010,68,2
2920,2010,68,5
2921,2010,68,1
81,1992,68,1
81QUA,1992,68,1
2415,2004,68,1
1131,2002,68,1
1185,2013,68,2
1412,2002,68,1
1530,2002,68,2
2560,2002,68,3
2565,2013,68,2
2575,2002,68,1
2662,2002,68,1
2940,2013,68,2
2515,1814,68,3
2522,1814,68,1
2524,1814,68,1
2311,1814,68,1
2321,1814,68,1
2915,1814,68,1
1412,2009,68,2
2795,2010,68,2
2930,2009,68,3
2220,2010,68,1
2230,2010,68,1
2564,1814,68,1
1435,2019,68,1
2662,2006,68,3
2663,2006,68,5
1510,1814,68,4
286,2003,68,1
1434,1997,68,1
1435,2012,68,1
2220,2003,68,1
2221,2003,68,1
272,1989,68,1
288,1989,68,1
2920,1989,68,1
2921,1997,68,1
2517,2002,68,1
1510,2017,68,1
2340,2016,68,1
4441,2017,68,1
4510,2017,68,1
4802,2017,68,2
2931,2005,68,1
2560,1814,68,4
2340,1814,68,2
1432,2006,68,6
1434,2006,68,4
1530,2006,68,4
2714,1814,68,2
2716,1814,68,3
2415,1814,68,5
167,2008,68,2
2711,2008,68,1
2712,2007,68,1
2713,2013,68,2
1155,1994,68,1
1171,2010,68,1
2930,2007,68,2
1411,2008,68,1
1413,2008,68,1
2781,2010,68,1
4310,2017,68,1
2515,1996,68,2
2518,2018,68,2
2712,2009,68,1
2170,1814,68,1
2716,2019,68,2
2780,2019,68,3
2564,2009,68,2
1532,2011,68,3
2260,2013,68,2
2714,2013,68,3
2716,2013,68,3
2718,2013,68,1
1311,2010,68,2
1510,2010,68,2
2662,2010,68,1
2663,2010,68,3
2925,2010,68,2
4220,2015,68,1
4320,2015,68,1
4321,2015,68,1
4718,2015,68,1
4734,2015,68,1
4802,2015,68,1
211,1971,68,1
255,1971,68,1
406,1971,68,1
2517,2013,68,3
1180,1814,68,4
2662,1814,68,3
2710,1814,68,1
2711,1814,68,2
2712,1814,68,1
2713,1814,68,1
2715,1814,68,1
2717,1814,68,1
2718,1814,68,1
2719,1814,68,1
2790,2013,68,1
2791,1814,68,1
1434,1988,68,1
1435,1988,68,2
253,1988,68,1
4734,1988,68,1
4802,2016,68,3
1185,2020,68,1
1510,2020,68,1
2910,2020,68,1
2940,2012,68,1
1131,2013,68,1
1136,2013,68,3
1156,2013,68,1
1220,2013,68,1
1416,2013,68,1
1435,2013,68,1
2925,2013,68,4
2931,2013,68,1
1111,2013,68,2
1510,2013,68,1
1530,2013,68,1
1715,2013,68,1
2940,2002,68,3
3260,2014,68,3
3670,2014,68,1
2710,2005,68,2
2561,2014,68,1
2575,2014,68,2
2760,2014,68,1
2793,2019,68,1
4210,2019,68,1
4220,2019,68,1
2510,2015,08,2
2515,2015,08,3
3660,2009,68,1
2760,1989,08,1
2980,2016,08,7
2781,2020,08,1
2910,2020,08,4
4310,2020,08,1
2510,2009,10,4
2515,2009,10,3
1435,2015,08,1
2517,2015,08,1
2663,2015,08,1
2920,2015,08,1
2930,2015,08,1
4310,2015,08,1
4442,2015,08,1
4719,2015,08,1
4734,2015,08,1
268BIS,1990,51,1
2710,2017,51,5
2710,1814,51,1
2710,2014,51,4
2510,2000,08,3
1450,2017,08,1
2546,2017,08,1
2550,2017,08,1
2713,2017,08,1
2714,2017,08,1
2717,2017,08,1
2770,2017,08,1
2771,2017,08,2
2790,2017,08,1
3250,2017,08,1
4140,2017,08,1
4440,2017,08,1
4801,2017,08,1
1111,2007,08,5
1131,2007,08,3
1138,2007,08,1
1172,2013,08,1
1172,2007,08,5
1173,2007,08,5
1200,2007,08,1
1212,2007,08,1
1432,2007,08,8
1433,2007,08,2
1434,2007,08,4
1450,2007,08,1
1510,2007,08,2
1510,2013,08,2
1523,2007,08,1
1611,2007,08,2
1630,2007,08,2
2663,2007,08,2
2718,2007,08,1
2920,2007,08,9
1432,2008,08,19
1434,2008,08,9
1434,2016,08,1
1434,2019,08,1
1530,2008,08,6
1530,2016,08,1
1530,2019,08,1
1532,2016,08,1
1532,2019,08,1
1611,2008,08,6
167,2008,08,5
2170,2008,08,1
2171,2008,08,1
2260,2008,08,10
2260,2019,08,1
2260,2016,08,2
253,1998,08,1
2663,2016,08,4
2713,2016,08,2
2713,2019,08,2
2714,2019,08,2
2714,2016,08,1
2716,2016,08,1
2718,2016,08,1
2760,2016,08,2
2760,2019,08,2
2780,2016,08,3
2780,2019,08,1
2781,2016,08,2
286,2008,08,5
2910,2016,08,4
2910,2019,08,3
2910,2008,08,18
2921,2009,08,2
2921,2016,08,3
2921,2019,08,1
322,2009,08,1
322,2008,08,3
329,2008,08,2
3532,2016,08,1
3540,2016,08,1
3540,2019,08,1
4001,2016,08,1
4320,2016,08,1
4320,2019,08,1
4331,2016,08,1
4331,2019,08,1
4441,2016,08,1
4441,2019,08,1
4510,2016,08,1
4510,2019,08,1
4511,2016,08,1
4511,2019,08,1
4722,2016,08,1
4722,2019,08,1
4734,2016,08,2
4734,2019,08,2
98BIS,2008,08,1
1414,2002,08,1
1414,2016,08,2
2560,2002,08,2
2563,2016,08,1
2565,2012,08,1
1131,2006,08,1
1432,2006,08,4
1611,2006,08,1
2260,2006,08,4
2515,2006,08,2
261,1992,08,3
2910,2006,08,3
2915,2006,08,1
2920,2006,08,4
2921,2006,08,15
355,1992,08,2
361,1992,08,2
1412,2014,08,1
1414,2014,08,1
2515,2014,08,1
2910,2014,08,1
2940,2014,08,1
1180,2005,08,1
2560,2005,08,3
2561,2005,08,1
2575,2005,08,2
2910,2005,08,2
2920,2005,08,3
2921,2005,08,5
120,1990,08,1
1520,2007,08,1
153BIS,1990,08,4
183BIS,1990,08,1
217,1990,08,1
2515,2007,08,4
2517,2007,08,2
2521,2007,08,1
253,1990,08,6
2910,2007,08,9
2915,2007,08,2
47BIS,1990,08,1
89BIS,1990,08,1
261BIS,1990,08,2
286,1990,08,1
361,1990,08,4
288,1991,08,1
289,1991,08,1
355,1991,08,2
50,1991,08,1
281,1980,08,2
285,1814,08,1
288,1814,08,1
3,1814,08,1
211,1990,08,1
355,1990,08,1
376BIS,1990,08,1
68,1990,08,1
89,1990,08,1
1435,2017,08,1
1530,2017,08,2
1532,2017,08,3
1630,2008,08,6
2160,2017,08,1
2160,2008,08,8
2230,2008,08,2
2230,2017,08,1
2910,2017,08,4
2920,2008,08,18
2921,2008,08,8
2921,2017,08,3
2925,2008,08,11
2930,2017,08,1
3642,2017,08,1
4441,2017,08,1
4510,2017,08,1
4511,2017,08,1
4734,2017,08,1
1220,2011,08,4
